Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
2181,0,-1,1,0,2,-1,-2,1,1,0,2,3,2,2,-1,0,0,2,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,-2,2,1,-1,2,-3,0,-1,2,1,0,2,0,2,0,0,0,-2,0,2,0,0,3,-1,3,ENFJ
2182,0,0,-2,-2,0,0,-2,0,2,0,-2,2,0,2,0,-2,-2,0,-1,0,0,3,0,0,1,0,-1,-1,-2,0,-1,0,-2,0,0,-1,-1,2,-1,-2,-1,2,1,-2,1,0,2,0,1,0,0,0,-3,0,1,0,0,-1,-1,0,ISFP
2183,0,0,1,1,0,0,1,0,-1,0,-3,-1,0,0,-1,-1,2,0,-3,-3,0,0,0,0,1,-3,1,1,0,2,-1,0,1,0,2,2,3,-2,2,0,0,-1,0,0,1,-1,0,-1,0,0,0,0,1,0,-2,0,0,-3,-1,-3,ENTJ
2184,0,0,2,1,1,-3,-2,0,0,0,2,-2,1,1,1,2,1,-2,1,1,0,1,0,0,0,-2,2,0,2,1,0,0,-1,0,1,-1,0,-2,1,1,2,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,2,-1,2,INTP
2185,0,0,-1,-1,0,0,2,-1,-2,0,-2,1,0,-2,-1,-1,1,2,-1,-2,0,2,0,0,2,2,0,1,1,-2,-2,0,2,0,0,1,2,-1,1,1,1,-2,1,0,-2,-1,2,0,2,0,-1,1,1,0,-1,0,0,-1,-2,0,ENTJ
2186,0,-1,1,1,1,-1,-2,0,-1,0,-1,-2,1,1,0,-1,-2,-3,3,0,0,1,1,0,-1,2,0,0,-2,2,-1,0,1,0,1,-2,0,0,1,-2,0,1,2,3,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,2,0,ENFJ
2187,0,0,0,-1,-1,0,0,0,0,0,0,0,-3,3,1,-2,0,0,0,-2,0,0,0,0,-1,-2,-1,0,-2,-1,-2,0,1,0,1,1,0,2,0,2,0,0,-1,1,0,0,2,0,1,0,0,0,0,0,-1,0,0,1,-1,1,ISFP
2188,0,0,2,1,1,0,0,0,-2,0,3,-1,-1,-1,0,-3,1,0,-2,2,-1,1,0,0,0,0,-3,0,-2,-1,-1,1,1,0,-3,2,0,0,0,-1,0,-2,-2,0,-1,-1,-3,0,1,0,0,0,-1,0,-1,0,0,3,1,0,INTJ
2189,0,0,1,0,0,0,0,0,1,0,2,0,0,-1,1,2,-2,-2,0,3,0,-2,0,0,3,2,1,1,-1,1,1,0,-1,0,-1,-2,1,1,-1,1,2,-1,2,1,0,0,-1,0,1,0,0,-1,1,0,-1,0,0,0,-1,-2,ESFJ
2190,0,0,1,0,-1,-3,-2,0,-1,0,0,-1,2,2,1,0,-1,0,1,0,0,1,0,0,0,-1,-2,0,-1,-1,0,0,-1,0,-2,1,3,-2,-2,3,-1,-2,0,1,0,0,1,-1,3,0,0,0,2,0,-1,0,0,2,-2,-2,ENTP
2191,0,0,1,0,-1,1,-1,-1,2,0,-1,0,2,0,1,0,2,0,-1,0,0,1,0,0,2,-3,1,0,0,-1,1,0,1,0,0,1,0,0,-1,-3,-1,0,2,0,2,0,0,0,-1,0,0,0,0,0,-1,0,0,1,-1,-2,ISFP
2192,-1,0,1,-3,-2,1,1,0,2,0,2,1,-2,2,0,-3,1,-1,-3,0,1,0,0,0,1,-3,-1,0,-2,3,-3,0,-1,1,1,0,-1,2,1,-2,2,0,2,-3,-2,-1,1,0,0,0,0,0,0,0,0,0,0,-1,-2,2,ESFP
2193,0,0,1,2,-3,0,1,0,1,0,-2,2,1,-2,0,-1,1,3,-3,1,1,2,0,0,-1,-1,2,0,-1,-1,3,1,1,0,0,-1,0,0,0,1,-3,1,2,1,0,0,-1,1,-1,0,0,1,-1,0,-1,0,0,2,-2,-3,ISFP
2194,-1,0,0,-1,1,0,0,0,-2,0,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,0,1,0,0,2,2,-2,0,-1,2,-1,0,-1,0,1,2,0,2,0,-1,-1,2,1,-1,-2,0,-1,1,-2,0,0,0,-2,0,-1,-1,0,0,2,3,ESFP
2195,0,0,1,2,1,-1,-1,0,3,0,2,0,-1,0,0,-1,2,0,-2,1,0,-2,0,0,-2,2,-2,0,1,2,-2,0,1,0,-1,3,-1,-1,-2,-2,0,1,0,2,-2,0,-2,0,2,0,0,-1,3,0,0,0,0,2,-1,-1,INTJ
2196,0,0,3,2,-1,-1,-1,0,2,0,0,-1,1,0,-2,-1,-1,2,2,1,0,3,0,0,0,0,-1,0,-3,-1,-2,0,0,0,2,2,2,-1,0,-2,-1,-1,2,0,-1,0,1,0,3,0,0,0,1,0,0,0,0,-3,0,1,ISFJ
2197,0,1,-2,-2,-1,0,1,-1,-2,0,1,-2,1,-2,1,-3,1,0,0,-1,0,1,0,0,-2,2,0,0,-2,-1,2,0,1,0,0,-2,-2,0,1,-1,-1,-2,0,-1,0,1,0,0,-1,0,0,0,2,0,1,-1,0,-2,0,-2,INFP
2198,0,0,0,1,1,-3,-1,0,-1,0,-2,0,-2,2,0,-1,-2,1,-1,3,0,-2,0,0,-3,0,1,0,1,0,-2,0,-2,0,2,0,-1,-2,0,-1,-2,-1,-1,1,3,0,0,1,-1,0,0,0,-3,0,-1,0,0,1,1,2,ENFP
2199,0,0,-2,-1,3,-3,1,0,-1,0,1,1,-3,1,-2,0,1,0,-1,3,0,-2,0,0,-2,2,1,0,-2,-1,-1,0,2,1,2,0,1,-1,-1,1,3,0,0,0,0,-1,-1,0,2,1,0,0,0,0,1,0,-1,1,-2,-1,ESTP
2200,0,0,-1,1,-2,0,0,0,-1,0,-1,0,1,-1,1,0,-1,1,2,0,-1,1,0,0,-1,-1,1,0,0,-1,-1,0,-1,0,-2,1,0,-1,-2,-1,0,-2,-3,-1,-1,0,-1,0,2,0,0,0,2,0,0,0,0,3,-2,-1,ENTP
2201,0,0,-1,0,0,1,-2,0,0,0,0,3,-1,0,-3,-1,1,-2,1,0,0,2,0,0,-1,-2,1,0,-1,-2,-1,0,-1,0,0,2,0,-1,0,-1,3,1,-2,-2,0,0,0,0,-3,0,0,0,1,0,0,0,0,-2,1,0,ESTJ
2202,0,0,0,-1,0,0,-2,0,2,0,-2,0,-1,1,2,2,-2,2,2,2,0,2,0,1,1,0,0,0,0,0,-1,0,0,0,1,0,2,1,2,-2,-1,0,1,1,1,0,2,0,1,0,0,0,-1,0,3,0,0,-1,0,1,ISFP
2203,0,0,2,1,-2,1,0,0,3,0,0,-3,0,-2,2,-2,1,0,2,1,0,-2,0,0,0,0,1,0,0,-1,2,0,-2,0,2,1,3,3,3,1,2,-3,0,0,3,0,-3,0,2,0,0,-1,1,0,1,-1,0,0,-1,1,ISTJ
2204,0,0,-1,-1,-1,-1,-1,0,2,0,-3,0,-1,0,-1,1,-3,2,2,0,0,2,0,0,-1,0,1,0,2,1,-2,0,-1,0,1,-1,-2,2,2,-1,0,1,0,2,0,0,2,0,0,0,0,0,-2,0,-1,0,0,-3,0,-1,INTJ
2205,0,0,1,0,0,1,0,0,1,0,-1,-1,2,1,2,-1,-1,2,0,0,0,-1,0,0,1,-1,-1,0,0,1,-1,1,0,0,0,-1,0,0,2,3,-1,1,2,0,-2,0,-1,0,2,0,0,0,0,0,-1,-1,0,0,-2,1,ISTP
2206,0,0,0,1,1,-2,-1,0,2,0,0,3,2,2,-1,0,0,0,-2,0,0,-2,0,0,-1,2,0,0,0,2,0,0,3,0,0,-1,0,1,1,2,-2,-2,-3,3,0,0,2,0,-2,0,0,0,0,0,1,0,0,0,-2,-1,ENFJ
2207,0,1,-1,1,2,2,-1,0,2,0,1,0,-1,0,0,3,-1,-1,0,0,0,1,0,0,2,1,1,0,0,1,-1,0,2,0,-2,-2,-1,2,2,0,2,0,-1,-2,-2,0,0,0,1,0,0,1,0,0,2,1,0,1,-1,-1,ESFJ
2208,0,0,-1,-2,2,1,-2,0,1,0,-1,1,1,0,1,1,0,-2,-1,1,0,-2,0,0,1,1,0,0,0,1,-1,1,0,0,-2,-2,-1,-1,2,-1,0,-2,0,-1,-1,1,0,0,-2,0,0,0,0,0,0,0,0,1,0,-2,ESFJ
2209,0,0,-2,0,-1,0,0,0,0,0,-2,0,1,0,-2,1,2,-1,-3,0,0,0,0,0,0,0,0,0,1,-1,-2,0,-2,0,2,-1,0,-2,-2,3,0,-1,0,0,-1,0,1,1,1,0,0,0,-2,0,-1,0,0,1,2,-1,ESTJ
2210,0,0,-2,-2,0,0,-3,1,-3,0,1,3,1,0,0,0,3,-2,2,-3,0,2,0,0,0,-1,1,0,0,-1,2,0,1,0,0,1,2,2,-2,-1,-2,-2,3,2,-1,0,2,0,0,0,0,0,-2,0,-1,0,0,-2,0,1,ISFJ
2211,0,0,1,-2,-3,1,2,0,0,0,2,0,-3,2,2,1,-1,3,1,-1,0,1,0,0,2,-2,-2,0,-3,-3,-2,1,-1,0,-2,1,1,1,-2,2,1,-1,-1,0,-2,1,-1,1,-2,0,0,0,-2,0,0,0,0,0,2,2,INFJ
2212,0,0,0,-1,-1,0,-2,0,1,0,1,-2,-2,2,1,-3,2,0,-2,-1,-1,-1,0,0,2,3,0,0,-1,-1,2,0,-1,0,-1,2,1,0,0,3,0,-2,0,1,3,0,-1,0,-2,0,0,0,-1,1,2,1,0,1,-2,-1,ENTP
2213,0,0,0,-1,0,-1,3,0,-1,0,0,-2,-1,-2,0,0,1,1,3,-2,0,1,0,0,0,-3,-3,-1,0,0,-3,0,-1,0,-2,0,2,0,2,1,2,0,-3,0,3,0,-1,1,0,0,0,0,0,0,1,0,0,-1,1,0,ISTJ
2214,-1,0,3,-2,3,0,-1,0,0,0,0,-2,-1,-1,2,0,1,0,0,0,1,0,0,0,2,0,-2,0,1,1,-1,0,-2,0,1,-1,-1,-3,0,-1,2,1,0,1,-1,0,0,0,2,0,0,0,1,0,0,0,0,0,-1,1,ISTJ
2215,0,0,3,1,0,-2,1,0,2,0,1,-2,1,-1,1,0,-1,1,0,0,0,0,0,-1,1,-3,-1,0,-2,2,0,0,-1,0,-1,1,0,-2,3,0,-1,-3,1,0,-1,1,-3,0,0,0,0,0,2,0,2,0,0,0,1,0,ISFJ
2216,1,0,1,2,1,0,1,0,0,0,1,0,1,1,1,-2,2,0,-1,-2,0,3,1,0,-2,1,0,0,-2,-1,1,0,-1,0,3,-2,-2,0,1,0,0,2,1,2,0,0,-2,0,0,0,-1,0,0,0,1,0,0,3,0,-2,ENFP
2217,0,0,0,2,2,2,1,0,-3,0,2,3,2,2,1,-1,0,1,1,1,0,0,-1,-1,1,2,2,0,-1,-2,0,0,-2,-1,2,-1,-1,0,3,-2,0,2,1,0,-2,-1,-1,0,2,0,0,0,0,0,0,1,0,0,1,0,ENFP
2218,-1,0,0,1,-1,0,2,1,1,0,2,1,0,-1,3,-1,2,-2,-1,0,0,1,0,0,-2,-2,-1,0,-3,-3,-2,0,0,0,-1,2,2,0,-1,2,-1,-1,0,2,-3,1,-2,0,-2,0,0,0,0,0,2,0,0,1,3,1,INFJ
2219,0,0,0,-1,-1,0,1,0,1,0,1,1,2,0,0,-3,-1,-2,-2,-2,0,-2,0,0,1,-2,-2,0,0,1,-1,0,-2,0,0,0,-2,1,-1,-3,1,1,1,1,0,1,-1,0,-2,0,0,0,0,0,-1,0,0,0,1,1,ESFP
2220,0,0,2,-1,1,3,1,0,1,0,2,-2,-1,-2,1,-1,0,-1,2,-1,0,0,0,0,-2,-3,1,-1,-3,1,-1,0,-1,0,0,-1,-2,2,-2,2,1,-3,2,1,1,0,-2,0,-1,0,0,0,3,0,2,0,0,-1,2,-2,ESTP
2221,0,0,1,3,0,-2,3,-1,0,0,0,-1,2,-1,1,-1,-2,2,0,2,0,-1,0,0,2,-2,-1,1,-1,0,1,-1,-2,0,-2,1,2,0,1,1,-1,-1,2,0,0,1,-2,0,0,1,0,0,1,0,0,0,0,-1,1,2,ISFJ
2222,0,0,-1,0,-1,2,-3,0,3,0,-2,-1,-1,2,2,-1,-1,-2,1,-1,0,2,0,0,2,0,-1,0,-1,-3,2,0,-2,0,1,2,0,-1,1,1,-3,-1,-1,1,2,0,1,0,-3,0,0,0,0,-1,1,0,-1,1,0,-2,ENTP
2223,1,0,-1,0,2,1,0,0,1,0,-1,1,0,0,0,0,3,-2,1,0,0,-1,0,0,1,0,1,0,-1,2,-2,0,0,0,-2,0,-2,0,1,-1,2,-2,1,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,ESFJ
2224,0,0,1,1,0,1,-1,1,-1,0,2,-2,1,2,1,3,2,-2,-2,-1,0,2,0,0,0,-2,3,0,3,3,1,0,-1,0,2,-1,2,-2,0,1,2,-3,1,2,0,0,1,0,-2,0,0,0,1,0,3,0,0,1,-1,0,INTP
2225,0,0,0,-1,1,3,-3,0,-2,0,-2,1,1,-1,-1,1,0,0,-1,-1,0,-1,0,0,-2,0,2,-1,-2,-2,2,0,0,0,0,-1,-2,-1,0,0,-1,-1,1,3,-1,-1,0,0,2,0,0,0,-1,0,-1,0,0,2,0,2,ESTJ
2226,0,0,-3,-1,-3,0,2,0,-1,0,0,1,-1,1,-2,0,-2,0,2,-1,0,-2,0,0,1,0,-2,0,0,1,-1,0,-1,0,0,2,-2,0,0,-2,0,-2,1,-1,0,-1,-1,0,2,0,0,0,-1,0,-3,0,1,-3,1,-1,ESFP
2227,0,0,-2,0,0,1,2,0,-2,-1,1,2,-1,2,1,0,-2,0,-2,-1,-1,0,0,0,0,-2,0,0,-3,2,-1,0,-3,0,3,1,-1,0,0,-2,0,-1,2,-1,-3,0,-1,0,0,0,0,-1,-1,1,-2,-1,0,-1,2,1,ESFP
2228,0,0,-1,-2,0,2,-2,0,1,0,1,1,1,2,-1,0,0,1,-1,1,0,-1,1,0,-2,-1,1,0,1,0,-2,0,1,0,0,-2,1,2,0,-1,1,1,0,2,1,-1,1,0,1,0,0,0,1,0,-1,0,0,2,-2,-1,INFJ
2229,0,0,0,2,-2,0,-1,0,0,0,2,2,1,1,2,0,1,-1,2,2,0,1,0,0,1,2,0,0,0,-2,1,1,-2,0,0,0,0,-3,1,2,-3,-2,0,3,1,0,-1,0,-2,-1,0,0,-2,0,3,0,0,1,1,-3,ENTP
2230,0,0,-3,-1,-2,3,0,0,-2,0,1,2,0,0,-3,0,-1,1,-1,-3,1,1,0,0,-1,0,0,1,-1,1,0,0,-2,0,1,1,-3,0,1,-2,2,-1,-1,0,0,-1,-2,0,0,0,0,0,-1,0,-1,0,0,-3,1,0,ESFP
2231,0,0,-3,-2,-1,1,2,0,-3,0,1,2,2,2,-2,-1,-1,-1,-2,2,1,-1,0,0,0,-2,-3,-1,-2,1,-1,0,-2,-1,2,3,-1,1,2,-3,0,0,1,-2,-2,0,-2,1,2,0,-1,0,0,-1,-2,0,0,-2,-1,1,ESFP
2232,0,0,-2,3,-1,-2,0,0,1,-1,-3,0,1,0,-2,-2,-1,0,0,-1,0,-1,0,0,0,3,2,0,1,2,1,0,-1,0,0,-1,-2,-2,3,-2,0,0,-2,2,-3,0,1,0,-1,0,-1,0,-2,0,-1,0,1,-2,2,-1,ENFJ
2233,0,0,-2,0,-1,-1,-1,0,0,0,-2,3,-3,2,-3,0,-1,1,1,-1,0,-2,-1,0,1,0,0,0,2,1,1,0,-1,0,3,-1,-1,1,2,2,0,0,1,1,-3,0,0,0,1,0,-1,0,0,0,-2,0,0,1,-2,-1,ESFP
2234,0,0,1,2,2,0,0,0,-3,0,2,1,-1,-1,0,1,0,1,0,0,0,1,1,0,-2,2,-1,0,2,0,1,0,-2,0,1,2,0,1,0,-1,-1,2,0,1,-1,-1,0,0,2,0,0,0,0,0,1,0,0,2,1,2,ESFJ
2235,0,0,-1,-2,1,0,-3,0,0,0,-2,1,-1,-2,1,1,3,-2,2,1,0,2,0,0,0,-1,-2,-1,0,1,-3,0,2,0,-1,-1,-1,1,3,2,-2,-1,3,-2,2,0,2,0,-3,0,0,0,0,0,1,-1,0,2,-1,-1,ESFJ
2236,0,0,0,-1,1,-3,-2,-1,1,0,2,1,0,1,0,-1,-1,2,-2,-1,-1,1,0,0,-1,1,-1,0,1,1,2,0,0,0,2,2,0,2,2,-1,-3,2,0,1,-1,0,1,0,0,1,0,0,2,0,1,0,0,2,0,0,ESFJ
2237,0,0,-1,2,0,-1,-1,0,0,0,0,-1,1,0,1,-1,-2,-1,-1,0,1,1,0,0,0,1,-2,0,-3,-1,0,1,1,0,1,-2,0,0,1,-2,-1,-1,1,2,0,0,-1,0,0,1,0,0,1,0,1,-1,0,-2,3,0,ENFJ
2238,0,0,0,2,0,-1,-2,0,1,0,-1,0,2,-1,1,-2,-2,0,0,0,0,1,0,0,-1,2,1,0,-1,3,0,0,2,0,1,-2,2,3,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,ENFJ
2239,0,0,-1,0,1,0,-1,0,1,0,-2,-2,2,-2,-1,0,0,1,0,-2,0,-1,0,0,-3,3,0,0,0,-1,1,0,0,0,-1,2,3,2,2,0,0,-1,-1,2,0,0,-2,0,1,0,0,0,-2,0,2,-1,0,1,2,1,ENTJ
2240,0,0,-2,-2,0,-3,-2,0,2,0,-2,1,0,-2,0,2,-3,-2,1,1,0,1,0,0,-1,0,0,1,0,3,-3,0,0,0,2,-2,0,-1,0,1,-1,2,0,0,-2,0,0,0,3,-1,0,0,2,0,0,0,0,2,1,0,INTP
2241,1,0,2,0,-2,2,-2,0,2,0,0,1,-2,-1,1,1,0,0,0,1,0,1,0,0,0,-2,1,0,2,-2,-2,0,1,0,0,0,2,2,-2,-1,-1,0,0,1,1,0,2,0,1,0,-1,-1,-1,0,2,0,0,1,0,-1,INFJ
2242,0,0,-2,-2,0,-1,0,0,0,0,-1,-2,0,-1,0,0,-1,1,0,1,0,0,0,0,-2,-1,-1,0,-2,-2,2,0,0,0,2,-3,-2,1,1,-3,-1,-2,2,0,2,0,-2,0,0,0,1,-1,1,-1,2,0,0,-1,1,0,ENFJ
2243,-1,0,1,-1,2,2,1,0,1,0,0,0,0,0,0,-3,-2,2,2,1,0,-2,0,0,1,0,0,0,0,-2,-2,0,-2,0,2,-1,-2,0,1,0,-1,-1,1,-1,0,0,-1,0,1,0,0,0,-1,0,1,0,0,-1,1,2,ISTP
2244,0,0,-3,1,2,-1,3,0,-3,0,-1,0,1,-1,1,-2,2,-1,-2,-1,0,3,0,0,1,0,0,0,-1,-1,-2,0,1,0,2,0,2,-2,2,1,-1,-3,2,-3,-1,0,3,0,-1,0,1,0,2,0,-1,0,0,-2,-3,-1,ENTJ
2245,-1,1,-2,0,-1,-3,-1,0,1,0,-2,0,-1,2,0,2,-1,-1,-2,-1,-1,-2,0,0,-2,-1,-1,0,1,1,-1,0,-1,0,0,-1,0,1,1,1,1,1,0,-1,0,0,-2,0,1,0,0,0,2,0,-2,0,0,2,-2,3,ESFP
2246,0,0,-1,0,-1,2,-1,0,2,0,-1,0,-3,0,2,0,1,0,2,3,0,2,0,0,3,2,0,1,0,2,1,0,2,0,0,-2,0,2,2,1,0,0,2,1,2,0,-1,-1,0,0,0,-1,2,0,-2,0,0,2,-3,-2,ESFJ
2247,0,0,1,1,-2,-2,2,0,0,0,0,-2,2,0,0,-2,-1,-1,-1,2,0,2,0,1,1,-2,-1,0,-1,2,-1,0,-2,0,0,1,0,-2,0,2,-2,-1,3,-2,1,0,-1,0,1,0,0,-1,2,0,3,0,0,-3,1,1,ISFJ
2248,0,0,0,0,1,2,0,0,-2,-1,0,1,-2,0,0,2,1,-1,-2,-1,0,1,0,1,-3,-1,3,0,-2,-3,2,0,3,0,-1,-1,-3,-2,0,0,-2,-1,1,3,0,0,-1,0,2,0,1,0,1,0,-3,0,0,2,2,3,ESTJ
2249,0,0,0,-3,1,1,-2,0,1,0,-2,2,0,-1,-1,-1,-3,1,0,1,0,1,0,0,2,1,2,0,-2,0,0,0,3,0,-2,-1,0,1,1,-1,0,2,-2,-1,1,0,2,0,1,0,0,0,-1,0,0,0,-1,-2,1,-1,ISFP
2250,0,0,2,2,2,-1,-1,0,-1,0,1,-1,1,1,2,2,-2,-1,-2,1,-1,-2,-1,0,0,0,-1,-1,-1,1,0,0,-1,1,1,0,-2,-2,0,-1,-1,0,3,0,1,1,-1,0,-1,0,0,0,-1,0,-2,0,-1,1,1,3,ENFP
2251,0,0,0,-1,2,-1,0,0,1,0,0,-2,1,0,3,-2,-1,0,0,1,1,-2,0,0,-3,3,0,0,2,-1,2,-1,-1,0,-3,2,0,0,1,-1,1,-2,-3,1,-1,0,1,0,-2,0,0,0,-2,1,1,0,-1,1,1,-1,ENTJ
2252,0,0,2,1,-1,-1,0,0,1,0,2,0,0,2,1,-2,0,2,-2,0,1,1,0,-1,0,2,1,0,-3,2,-2,0,3,0,-1,-2,1,-3,0,-2,-2,-2,-1,2,-1,0,-2,0,1,0,0,0,0,0,1,0,0,2,3,2,INTJ
2253,0,0,-2,-1,2,1,-2,0,1,1,-1,-3,1,-2,-3,0,2,2,0,-2,0,-1,0,0,0,1,2,0,-1,-2,1,0,0,1,0,2,1,2,1,-1,-1,0,-1,1,-1,0,0,0,2,0,0,0,-2,0,1,0,0,1,2,-2,ENTJ
2254,0,1,-3,0,-1,0,0,0,-2,-1,1,1,0,0,0,1,-1,-3,-2,-2,0,3,1,0,-1,-1,0,0,-1,-2,-1,0,-1,0,2,-2,0,0,1,0,0,2,2,1,-1,0,0,0,1,0,0,0,-1,0,-1,0,0,0,-1,0,ESTJ
2255,0,0,-1,-1,-2,2,0,0,3,-1,-1,1,0,-2,1,0,0,-1,3,2,0,2,0,0,-2,1,2,0,1,1,-1,-1,-1,-1,2,-2,-3,1,2,-2,-1,-1,-1,1,1,0,1,0,0,0,0,0,1,0,1,-1,0,-2,1,-3,INTJ
2256,0,0,0,1,1,-1,-3,0,-2,0,-1,1,-2,2,-2,0,-1,0,0,-1,0,-1,0,0,-2,-2,0,-1,0,3,1,0,-1,0,0,2,-2,2,0,0,0,0,-1,1,0,0,2,0,3,0,-1,0,0,0,-1,0,0,1,1,1,ESFJ
2257,0,0,2,2,-3,1,2,0,0,0,2,1,0,1,3,-2,0,1,2,-2,0,2,0,0,1,1,3,0,0,-3,0,0,-2,0,1,0,-2,0,1,0,1,-1,-1,-2,1,0,-2,0,1,0,0,1,1,-1,1,0,0,0,1,-1,ENFP
2258,0,0,1,1,2,0,-2,0,1,0,-1,-1,2,0,0,0,2,-1,-2,-1,0,-1,0,0,-2,-1,-2,1,1,2,1,0,1,0,1,0,-1,-1,2,0,-1,-2,3,-2,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,-2,INFP
2259,0,0,1,2,1,-1,-2,0,1,0,0,1,0,0,-1,-2,1,0,-2,1,0,0,0,0,2,2,1,0,2,1,-2,0,1,0,1,-1,1,0,1,1,-2,-3,-1,2,0,-1,2,0,1,0,0,-1,-1,1,0,0,0,1,0,2,ENFJ
2260,0,0,1,-2,1,2,3,0,0,0,0,0,1,0,3,-1,0,1,0,1,0,-2,0,1,-1,-2,-1,0,0,0,-1,0,-1,0,-2,0,1,1,-1,1,-3,-2,0,-2,-2,0,0,-1,1,0,0,0,-2,0,2,-1,0,-2,0,-1,ISTP
2261,1,0,-1,-2,1,2,-2,0,-1,0,0,3,1,-1,1,0,0,-3,-1,-2,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,-1,1,-2,2,-2,-2,0,0,-2,0,-2,0,-2,0,0,0,0,0,2,0,1,0,0,-1,1,-1,ESTJ
2262,0,1,0,2,-3,0,-2,0,2,0,-2,0,-2,1,1,2,0,-2,0,0,0,0,0,0,0,-1,0,0,1,-1,2,0,2,0,-1,-1,1,0,-1,-1,0,1,2,3,2,0,2,0,2,0,0,0,1,1,-1,0,0,1,0,1,INFJ
2263,0,0,-2,1,0,0,-2,0,0,0,0,-3,-3,-1,-3,0,-1,-1,1,0,0,-1,0,0,0,0,1,0,1,3,-1,0,-1,0,2,-3,0,2,1,0,0,0,-2,3,0,0,2,1,3,0,0,0,-1,0,1,0,0,-1,1,-1,INTJ
2264,0,1,3,0,-2,0,-1,0,2,1,0,-1,-2,-1,1,1,-2,-2,-2,2,0,0,0,0,-1,-3,0,0,2,-1,0,0,1,1,1,1,2,0,-2,0,-2,0,1,-2,2,-1,1,0,2,0,0,1,-1,0,2,0,0,1,2,-2,INFJ
2265,0,0,-1,-2,0,3,2,0,0,0,0,-1,-2,2,-1,-2,0,-1,-1,1,0,-2,-1,1,0,-3,-2,0,-1,2,-1,0,-2,0,2,0,-1,3,0,-1,-1,0,2,-1,0,0,0,0,-2,0,0,0,-2,0,-3,0,0,-2,2,0,ESFP
2266,0,0,-2,0,0,1,2,0,1,-1,0,-3,1,-2,-1,2,0,0,-3,-1,0,2,-1,0,1,2,1,0,3,1,-3,0,0,0,0,-1,0,-2,1,-1,1,1,-1,2,-3,0,-3,0,1,0,-1,0,2,0,1,1,0,-1,-2,2,INTP
2267,0,0,1,0,-2,1,-3,0,2,0,-3,1,0,-1,1,1,1,-2,1,3,0,1,0,0,3,0,3,0,2,0,0,0,0,0,-2,-1,-1,3,2,3,2,-2,0,-2,3,0,3,0,0,0,0,0,0,0,2,0,0,0,-1,-1,ESFJ
